	rho	fdr	rank	percentile
MONTERO_THYROID_CANCER_POOR_SURVIVAL_DN	0.025877220593044606	6.443596608670687e-06	3813	0.48034769463340893
REACTOME_ERK_MAPK_TARGETS	0.025938880776426913	5.894399354626254e-06	3814	0.48047367094986143
GO_0044259|multicellular organismal macromolecule metabolic process	0.025995279351111497	5.432194983455834e-06	3815	0.48059964726631393
BIOCARTA_AKT_PATHWAY	0.026064998107405233	4.909460455872097e-06	3816	0.48072562358276644
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.02608798887279338	4.748088415233733e-06	3817	0.48085159989921894
SUBTIL_PROGESTIN_TARGETS	0.026117126023364533	4.550989631154516e-06	3818	0.48097757621567144
CASTELLANO_HRAS_AND_NRAS_TARGETS_UP	0.026212722870853186	3.958737236204653e-06	3819	0.48110355253212395
OHASHI_AURKB_TARGETS	0.026513769162091458	2.5439073354414773e-06	3820	0.48122952884857645
GO_0045088|regulation of innate immune response	0.026605817134600456	2.2200386633780546e-06	3821	0.48135550516502895
GO_0045736|negative regulation of cyclin-dependent protein kinase activity	0.026680601784548563	1.9868603327798053e-06	3822	0.48148148148148145
GO_0031576|G2/M transition checkpoint	0.026692524439272006	1.9519654381242008e-06	3823	0.481607457797934
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	0.026776144915052563	1.7234902024571286e-06	3824	0.4817334341143865
ST_GAQ_PATHWAY	0.02683281748198506	1.5837124438609627e-06	3825	0.481859410430839
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN	0.02690021431289874	1.431845791698032e-06	3826	0.4819853867472915
KRAS.AMP.LUNG_UP.V1_DN	0.026924460594799433	1.380767343564374e-06	3827	0.482111363063744
DORMOY_ELAVL1_TARGETS	0.026940584058503504	1.3477902831582129e-06	3828	0.48223733938019653
GO_0050920|regulation of chemotaxis	0.026980470777893943	1.2694797127819372e-06	3829	0.48236331569664903
ZHANG_TARGETS_OF_EWSR1_FLI1_FUSION	0.027087397350613232	1.0808212574253126e-06	3830	0.48248929201310153
GO_0006399|tRNA metabolic process	0.027143171193191297	9.935807813333745e-07	3831	0.48261526832955404
EHRLICH_ICF_SYNDROM_UP	0.027332656826563526	7.455706082882893e-07	3832	0.48274124464600654
DELACROIX_RAR_BOUND_ES	0.02745425133021006	6.194711234695201e-07	3833	0.48286722096245904
GO_0019098|reproductive behavior	0.027508285187883348	5.703655140411159e-07	3834	0.48299319727891155
GO_0050650|chondroitin sulfate proteoglycan biosynthetic process	0.02754666655022173	5.37817070988751e-07	3835	0.48311917359536405
FAELT_B_CLL_WITH_VH3_21_DN	0.027554005343777745	5.318036899809805e-07	3836	0.48324514991181655
CONRAD_STEM_CELL	0.0277180998726224	4.132732400218278e-07	3837	0.4833711262282691
WEINMANN_ADAPTATION_TO_HYPOXIA_DN	0.0277433340468602	3.9750364788227545e-07	3838	0.4834971025447216
WEBER_METHYLATED_IN_COLON_CANCER	0.02779289156772496	3.6822710907105744e-07	3839	0.4836230788611741
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	0.02782650706847683	3.4957970628034337e-07	3840	0.4837490551776266
GO_0002673|regulation of acute inflammatory response	0.027833949885873333	3.455775703883272e-07	3841	0.4838750314940791
GO_0010876|lipid localization	0.02804265131428736	2.499202586811891e-07	3842	0.4840010078105316
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24	0.028133276845462556	2.1695584686110658e-07	3843	0.48412698412698413
HEIDENBLAD_AMPLICON_12P11_12_UP	0.028171879466170766	2.0424290793640746e-07	3844	0.48425296044343663
GO_0007405|neuroblast proliferation	0.028232365948316723	1.857747062775572e-07	3845	0.48437893675988913
RIGGI_EWING_SARCOMA_PROGENITOR_DN	0.028233905598217517	1.8532660166337634e-07	3846	0.48450491307634164
BIOCARTA_TID_PATHWAY	0.028416808948674772	1.389798648922168e-07	3847	0.48463088939279414
GO_0006783|heme biosynthetic process	0.028418793244356925	1.385452623441258e-07	3848	0.48475686570924664
STONER_ESOPHAGEAL_CARCINOGENESIS_UP	0.028446927441424387	1.3252453247152712e-07	3849	0.48488284202569915
GO_0044243|multicellular organismal catabolic process	0.02856424680622178	1.1006188174778414e-07	3850	0.48500881834215165
AKT_UP.V1_DN	0.02857407123407546	1.0835974539009075e-07	3851	0.4851347946586042
REACTOME_REGULATION_OF_IFNA_SIGNALING	0.0286310164036358	9.898949759637948e-08	3852	0.4852607709750567
ST_JAK_STAT_PATHWAY	0.028649251027391447	9.61602551177155e-08	3853	0.4853867472915092
GO_0000038|very-long-chain fatty acid metabolic process	0.028837001944670346	7.126554386385703e-08	3854	0.4855127236079617
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	0.02884582578952671	7.026585876641085e-08	3855	0.4856386999244142
WANG_CISPLATIN_RESPONSE_AND_XPC_UP	0.028882224926042123	6.628524269792806e-08	3856	0.4857646762408667
AMIT_EGF_RESPONSE_120_HELA	0.02889959996542735	6.446381383493948e-08	3857	0.4858906525573192
ESC_J1_UP_EARLY.V1_DN	0.029029444796096877	5.23195369199449e-08	3858	0.4860166288737717
GO_0046460|neutral lipid biosynthetic process	0.029088874290186896	4.7538157661745594e-08	3859	0.48614260519022423
GO_0046463|acylglycerol biosynthetic process	0.029088874290186896	4.7538157661745594e-08	3860	0.48626858150667673
GO_0002637|regulation of immunoglobulin production	0.02912271413713327	4.500968325209948e-08	3861	0.48639455782312924
GO_0045104|intermediate filament cytoskeleton organization	0.0292124135814901	3.8927749050775495e-08	3862	0.48652053413958174
DUAN_PRDM5_TARGETS	0.029218615037957207	3.85383932272871e-08	3863	0.48664651045603424
REACTOME_BOTULINUM_NEUROTOXICITY	0.02921923923059484	3.8499415540303037e-08	3864	0.48677248677248675
CROONQUIST_NRAS_SIGNALING_UP	0.02923231198791398	3.769190546301301e-08	3865	0.4868984630889393
WONG_EMBRYONIC_STEM_CELL_CORE	0.02932212965662793	3.257540936678458e-08	3866	0.4870244394053918
VALK_AML_CLUSTER_5	0.02935545192167889	3.0855774788537814e-08	3867	0.4871504157218443
PRC2_SUZ12_UP.V1_DN	0.029383366705554016	2.9483932742180657e-08	3868	0.4872763920382968
GO_0021987|cerebral cortex development	0.029405485259303664	2.8439544760372224e-08	3869	0.4874023683547493
GO_0048278|vesicle docking	0.029580731906656527	2.1351298430813328e-08	3870	0.4875283446712018
LOPEZ_MESOTHELIOMA_SURVIVAL_OVERALL_UP	0.02963534698762316	1.9519968149408805e-08	3871	0.4876543209876543
ZERBINI_RESPONSE_TO_SULINDAC_DN	0.029765052900609372	1.5765594554664984e-08	3872	0.4877802973041068
GO_0012501|programmed cell death	0.029769581522998422	1.564819755636467e-08	3873	0.4879062736205593
FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP	0.029790991297867164	1.5104687425473095e-08	3874	0.48803224993701183
GO_0009075|histidine family amino acid metabolic process	0.03003051553567689	1.0153776566652666e-08	3875	0.48815822625346433
GO_0006547|histidine metabolic process	0.03003051553567689	1.0153776566652666e-08	3876	0.48828420256991684
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.030041140013310482	9.975758847693845e-09	3877	0.48841017888636934
CHESLER_BRAIN_D6MIT150_QTL_CIS	0.03005144451379453	9.80602793340651e-09	3878	0.48853615520282184
GO_0002444|myeloid leukocyte mediated immunity	0.0300577520764295	9.703533558779314e-09	3879	0.4886621315192744
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN	0.030115803567917508	8.808239421165322e-09	3880	0.4887881078357269
SUZ12_TARGETS_BENPORATH	0.03013903961359096	8.47304808695202e-09	3881	0.4889140841521794
GO_0051588|regulation of neurotransmitter transport	0.030218035477890124	7.424422043641942e-09	3882	0.4890400604686319
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.030253040486363507	7.00150080660327e-09	3883	0.4891660367850844
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2	0.030317046852310008	6.288442643669994e-09	3884	0.4892920131015369
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	0.03041691995066155	5.315757781457639e-09	3885	0.4894179894179894
DURAND_STROMA_S_UP	0.03043309267318037	5.172802189051822e-09	3886	0.4895439657344419
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP	0.03058711271107511	3.987221094733733e-09	3887	0.4896699420508944
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.030631082336167622	3.70078702243638e-09	3888	0.4897959183673469
ODONNELL_METASTASIS_DN	0.03064326117606197	3.6250874044596226e-09	3889	0.48992189468379943
CERIBELLI_GENES_INACTIVE_AND_BOUND_BY_NFY	0.030823031549802433	2.6694981888821385e-09	3890	0.49004787100025193
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	0.0308758249669368	2.4392779791740887e-09	3891	0.49017384731670444
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	0.031138003108572405	1.555202798051744e-09	3892	0.49029982363315694
MITSIADES_RESPONSE_TO_APLIDIN_UP	0.03130295317839266	1.1694584652294288e-09	3893	0.4904257999496095
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.031389285862190294	1.0067835226021707e-09	3894	0.490551776266062
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	0.03141109289767664	9.693437738665879e-10	3895	0.4906777525825145
YAMASHITA_SILENCED_BY_METHYLATION	0.03144581040089323	9.125420804071946e-10	3896	0.490803728898967
GO_0043462|regulation of ATPase activity	0.031503813123595514	8.248523700031566e-10	3897	0.4909297052154195
GO_0050921|positive regulation of chemotaxis	0.031615230002164825	6.790072109349936e-10	3898	0.491055681531872
GALIE_TUMOR_STEMNESS_GENES	0.0316243507740554	6.682579533810346e-10	3899	0.4911816578483245
GO_0042026|protein refolding	0.031771869988700074	5.159238072483107e-10	3900	0.491307634164777
BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP	0.0317952545521225	4.951401362525227e-10	3901	0.4914336104812295
ENGELMANN_CANCER_PROGENITORS_UP	0.031810335827168315	4.821749962788163e-10	3902	0.491559586797682
PID_NFKAPPAB_ATYPICAL_PATHWAY	0.031821056032727224	4.731624474460802e-10	3903	0.4916855631141345
GO_0050772|positive regulation of axonogenesis	0.031850373519412195	4.493519417550464e-10	3904	0.49181153943058703
GO_0048678|response to axon injury	0.03204611413314238	3.1795135340335e-10	3905	0.49193751574703953
GO_0034762|regulation of transmembrane transport	0.03206781717905722	3.05949129761904e-10	3906	0.49206349206349204
HOWLIN_CITED1_TARGETS_2_UP	0.032086158160135776	2.961542883193108e-10	3907	0.4921894683799446
PHONG_TNF_TARGETS_DN	0.0320915013684061	2.9335923535776364e-10	3908	0.4923154446963971
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.03210671049248718	2.855444630081151e-10	3909	0.4924414210128496
GO_NEUROTRANSMITTER_TRANSPORTER_ACTIVITY	0.03224616286247714	2.2279573618635019e-10	3910	0.4925673973293021
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	0.0323672170082764	1.7946956193595153e-10	3911	0.4926933736457546
HOXA9_DN.V1_UP	0.03240539061498226	1.6761166482388748e-10	3912	0.4928193499622071
JNK_DN.V1_DN	0.03242117320401092	1.6293734677524788e-10	3913	0.4929453262786596
GO_0030335|positive regulation of cell migration	0.032432989744972725	1.5952179254929467e-10	3914	0.4930713025951121
RUIZ_TNC_TARGETS_UP	0.03246918296432262	1.4949234409687125e-10	3915	0.4931972789115646
RUNNE_GENDER_EFFECT_UP	0.032550175756791574	1.2924102393702427e-10	3916	0.4933232552280171
GO_0002274|myeloid leukocyte activation	0.03257050292449019	1.2459772933428632e-10	3917	0.4934492315444696
VECCHI_GASTRIC_CANCER_EARLY_UP	0.03260144837104058	1.1784219163599165e-10	3918	0.4935752078609221
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN	0.03262964721611786	1.1200071616541142e-10	3919	0.49370118417737463
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	0.03270370204527858	9.798212445077141e-11	3920	0.49382716049382713
BMI1_DN.V1_UP	0.03271281309558191	9.638137605049942e-11	3921	0.4939531368102797
GO_0030574|collagen catabolic process	0.03272162776090118	9.485719232733736e-11	3922	0.4940791131267322
GO_0006826|iron ion transport	0.03277825084812893	8.561630934705622e-11	3923	0.4942050894431847
PID_TAP63_PATHWAY	0.03279171343026648	8.355299411916516e-11	3924	0.4943310657596372
GO_0045884|regulation of survival gene product expression	0.03283782095863045	7.685025995872769e-11	3925	0.4944570420760897
SCIBETTA_KDM5B_TARGETS_DN	0.03287924478733983	7.128129035831293e-11	3926	0.4945830183925422
GO_NEUROPEPTIDE_BINDING	0.03303275296677926	5.3896362034058046e-11	3927	0.4947089947089947
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0	0.03304012871631051	5.3175530975506816e-11	3928	0.4948349710254472
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.0330463456312657	5.2575326383281954e-11	3929	0.4949609473418997
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.03307315094904155	5.00628672132518e-11	3930	0.4950869236583522
WANG_CLIM2_TARGETS_DN	0.03324079820405843	3.6824028540768744e-11	3931	0.4952128999748047
GO_0007034|vacuolar transport	0.033292487061291405	3.34868438070514e-11	3932	0.4953388762912572
GO_0030069|lysogeny	0.03337376802418779	2.88317703427527e-11	3933	0.4954648526077097
GO_0019047|provirus integration	0.03337376802418779	2.88317703427527e-11	3934	0.49559082892416223
REACTOME_INTEGRATION_OF_PROVIRUS	0.03337376802418779	2.88317703427527e-11	3935	0.4957168052406148
ZHAN_LATE_DIFFERENTIATION_GENES_UP	0.03347818703917517	2.3775966776718787e-11	3936	0.4958427815570673
GO_0021761|limbic system development	0.0335321954273098	2.151440670808782e-11	3937	0.4959687578735198
GO_0030838|positive regulation of actin filament polymerization	0.03353887889506136	2.1249702882244385e-11	3938	0.4960947341899723
GO_0001667|ameboidal cell migration	0.033818687479994475	1.2627763434182701e-11	3939	0.4962207105064248
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.03395542968801675	9.776949663597522e-12	3940	0.4963466868228773
GO_0010033|response to organic substance	0.03396255168264863	9.6472552158571e-12	3941	0.4964726631393298
PID_PI3KCI_PATHWAY	0.03397688087862596	9.391426727875288e-12	3942	0.4965986394557823
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.034006151277005944	8.889427247426064e-12	3943	0.4967246157722348
PRAMOONJAGO_SOX4_TARGETS_UP	0.034183158182645515	6.370487485564586e-12	3944	0.4968505920886873
GO_0001937|negative regulation of endothelial cell proliferation	0.03430011892071626	5.106902336702591e-12	3945	0.4969765684051398
GO_0030097|hemopoiesis	0.03433638025433649	4.767878447751726e-12	3946	0.4971025447215923
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN	0.03453741061831049	3.253718331221114e-12	3947	0.4972285210380448
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM	0.03457453998993145	3.031289863766698e-12	3948	0.4973544973544973
FURUKAWA_DUSP6_TARGETS_PCI35_DN	0.03467360579338729	2.508525631875452e-12	3949	0.4974804736709499
MARSON_FOXP3_TARGETS_DN	0.03471841725782313	2.30227334266583e-12	3950	0.4976064499874024
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN	0.03472849627596862	2.2582369883286094e-12	3951	0.4977324263038549
GO_0022898|regulation of transmembrane transporter activity	0.034758786834158444	2.130829085409193e-12	3952	0.4978584026203074
GO_0051046|regulation of secretion	0.03479725115969287	1.9792064898895996e-12	3953	0.4979843789367599
LI_CISPLATIN_RESISTANCE_DN	0.034859466162626696	1.7561671331097728e-12	3954	0.4981103552532124
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.034925151375139595	1.5475555638455498e-12	3955	0.4982363315696649
ONO_AML1_TARGETS_UP	0.035040211995691586	1.2393699777727074e-12	3956	0.4983623078861174
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	0.035044523830333796	1.2290816313140867e-12	3957	0.4984882842025699
MATZUK_POST-IMPLANTATION_AND_POST-PARTUM	0.03515006163222031	1.0019249144551644e-12	3958	0.4986142605190224
PID_P53_DOWNSTREAM_PATHWAY	0.03527561519804371	7.85090699280919e-13	3959	0.4987402368354749
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	0.03535145982786867	6.77267029742837e-13	3960	0.4988662131519274
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	0.03552625518383342	4.812626662301116e-13	3961	0.4989921894683799
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.03552693838666329	4.806188779664814e-13	3962	0.4991181657848324
GO_0042088|T-helper 1 type immune response	0.035563265969565674	4.47582849086874e-13	3963	0.499244142101285
GO_0034660|ncRNA metabolic process	0.03557091089376653	4.409212446224574e-13	3964	0.4993701184177375
GO_0001657|ureteric bud development	0.03569000819786427	3.4892362658637183e-13	3965	0.49949609473419
WOO_LIVER_CANCER_RECURRENCE_UP	0.03569271545877922	3.4706938667091037e-13	3966	0.4996220710506425
GO_0006413|translational initiation	0.0356994587795545	3.424929336131598e-13	3967	0.499748047367095
PID_MYC_PATHWAY	0.03581197164720273	2.7435349063679453e-13	3968	0.4998740236835475
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_UP	0.03585083141560755	2.540782029623122e-13	3969	0.5
GO_0008589|regulation of smoothened signaling pathway	0.03585401031843359	2.5248654218070236e-13	3970	0.5001259763164525
ALONSO_METASTASIS_EMT_DN	0.03591791847367557	2.2249551262861754e-13	3971	0.500251952632905
GO_0006897|endocytosis	0.03602044557796863	1.815595991953276e-13	3972	0.5003779289493575
GO_0010324|membrane invagination	0.03602044557796863	1.815595991953276e-13	3973	0.50050390526581
GO_0070661|leukocyte proliferation	0.03608920099241222	1.5836734054279758e-13	3974	0.5006298815822625
GO_0032943|mononuclear cell proliferation	0.03608920099241222	1.5836734054279758e-13	3975	0.500755857898715
YOSHIOKA_LIVER_CANCER_EARLY_RECURRENCE_DN	0.036163128822044546	1.3668587752082008e-13	3976	0.5008818342151675
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.03620258882959687	1.2634016420266267e-13	3977	0.50100781053162
WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN	0.03626329796418032	1.1191314870857478e-13	3978	0.5011337868480725
GO_0001101|response to acid	0.03627869136404451	1.0852127297146394e-13	3979	0.501259763164525
STK33_NOMO_UP	0.03632627789692756	9.866429397945237e-14	3980	0.5013857394809775
RHODES_CANCER_META_SIGNATURE	0.036331693575929455	9.760008268045212e-14	3981	0.50151171579743
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	0.03644180380164672	7.82604754586433e-14	3982	0.5016376921138825
GO_0007006|mitochondrial membrane organization	0.03645755735429986	7.582243335239636e-14	3983	0.5017636684303352
KRIGE_AMINO_ACID_DEPRIVATION	0.03646174491293803	7.518706862628403e-14	3984	0.5018896447467877
PENG_RAPAMYCIN_RESPONSE_UP	0.036544137483834095	6.370215748286307e-14	3985	0.5020156210632402
PETRETTO_BLOOD_PRESSURE_UP	0.036737763877960364	4.308754927447137e-14	3986	0.5021415973796927
GO_0006536|glutamate metabolic process	0.03675274821977789	4.179983787481484e-14	3987	0.5022675736961452
GO_0051789|response to protein stimulus	0.0367531868053028	4.176272487267989e-14	3988	0.5023935500125977
BIOCARTA_LAIR_PATHWAY	0.036797670888904906	3.816262488602417e-14	3989	0.5025195263290502
NIKOLSKY_OVERCONNECTED_IN_BREAST_CANCER	0.03680476556247258	3.7617498657262426e-14	3990	0.5026455026455027
MYOFIBROBLASTS_FIBROMYOCYTES_TRAVAGLINI	0.03695597055125384	2.7665773821394644e-14	3991	0.5027714789619552
GUILLAUMOND_KLF10_TARGETS_UP	0.036986634901171475	2.5990495194332098e-14	3992	0.5028974552784077
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.03703707676404962	2.3449931916822456e-14	3993	0.5030234315948602
GO_0048568|embryonic organ development	0.03707722192147379	2.1604548104296006e-14	3994	0.5031494079113127
PENG_LEUCINE_DEPRIVATION_DN	0.037128988493239735	1.943517795596348e-14	3995	0.5032753842277652
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP	0.03714430601984718	1.8835541281360933e-14	3996	0.5034013605442177
GO_0002009|morphogenesis of an epithelium	0.03725317793362471	1.5068902331653667e-14	3997	0.5035273368606702
HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_DN	0.03731708160554424	1.3215327065744078e-14	3998	0.5036533131771227
GO_0009067|aspartate family amino acid biosynthetic process	0.037353433756729844	1.2263325003374882e-14	3999	0.5037792894935752
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.03750575942452295	8.95808105897044e-15	4000	0.5039052658100277
GO_0007214|gamma-aminobutyric acid signaling pathway	0.03754260983110472	8.301132932545903e-15	4001	0.5040312421264802
FRIDMAN_SENESCENCE_UP	0.03754684764044545	8.22870311877844e-15	4002	0.5041572184429327
BRUINS_UVC_RESPONSE_LATE	0.03764616189528787	6.699107869931715e-15	4003	0.5042831947593852
ZEMBUTSU_SENSITIVITY_TO_DOXORUBICIN	0.03766953402313618	6.382114656072675e-15	4004	0.5044091710758377
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	0.03773938882962313	5.520353701525899e-15	4005	0.5045351473922902
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	0.037797012164469276	4.896818967692747e-15	4006	0.5046611237087427
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.03785129904833062	4.373247028143319e-15	4007	0.5047871000251952
GO_0050892|intestinal absorption	0.03789457913536993	3.995781484803139e-15	4008	0.5049130763416477
LIU_CDX2_TARGETS_DN	0.038196218747893904	2.124049084226895e-15	4009	0.5050390526581002
GO_0032755|positive regulation of interleukin-6 production	0.03824497536671063	1.9169240681592878e-15	4010	0.5051650289745527
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.03825675941402569	1.86993661010487e-15	4011	0.5052910052910053
GO_0031571|G1 DNA damage checkpoint	0.038391455863832705	1.4073388413976169e-15	4012	0.5054169816074578
CHANG_CORE_SERUM_RESPONSE_UP	0.038423887449161725	1.31406467986025e-15	4013	0.5055429579239104
GO_0001782|B cell homeostasis	0.03847935901697886	1.1684768053289714e-15	4014	0.5056689342403629
REACTOME_CA_DEPENDENT_EVENTS	0.03853208138801893	1.0449224851996508e-15	4015	0.5057949105568154
GO_0045185|maintenance of protein location	0.03854780511348327	1.0106395004204075e-15	4016	0.5059208868732679
GO_NEURON_NEURON_SYNAPTIC_TRANSMISSION	0.03860351218719807	8.97886198686735e-16	4017	0.5060468631897204
GO_0006688|glycosphingolipid biosynthetic process	0.038620721281830375	8.656369476201887e-16	4018	0.5061728395061729
GO_0045936|negative regulation of phosphate metabolic process	0.03862335774527025	8.607984654722112e-16	4019	0.5062988158226254
GO_0010563|negative regulation of phosphorus metabolic process	0.03862335774527025	8.607984654722112e-16	4020	0.5064247921390779
GO_0045072|regulation of interferon-gamma biosynthetic process	0.038647691942364	8.173828743771914e-16	4021	0.5065507684555304
MEISSNER_NPC_HCP_WITH_H3K4ME2	0.038664023249803316	7.894662473585043e-16	4022	0.5066767447719829
MATZUK_OVULATION	0.038757314710039036	6.471455699226921e-16	4023	0.5068027210884354
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	0.0387802192805652	6.16275645203188e-16	4024	0.5069286974048879
REACTOME_MITOTIC_M_M_G1_PHASES	0.038807969342880694	5.808192068754109e-16	4025	0.5070546737213404
OXFORD_RALA_OR_RALB_TARGETS_DN	0.03882138058457287	5.644137451591841e-16	4026	0.5071806500377929
BROWNE_HCMV_INFECTION_16HR_DN	0.038953220015412245	4.2564580332805116e-16	4027	0.5073066263542454
ZIRN_TRETINOIN_RESPONSE_UP	0.03895956681033824	4.198928906171531e-16	4028	0.5074326026706979
SINGH_NFE2L2_TARGETS	0.039083511915790334	3.217640711055922e-16	4029	0.5075585789871504
SHEPARD_BMYB_MORPHOLINO_UP	0.03915551031248715	2.755629990146838e-16	4030	0.5076845553036029
GO_0010817|regulation of hormone levels	0.039216470696718755	2.4161815162192066e-16	4031	0.5078105316200554
PID_ERA_GENOMIC_PATHWAY	0.03922529265158498	2.370611041739447e-16	4032	0.5079365079365079
FINETTI_BREAST_CANCER_KINOME_RED	0.03923967370934151	2.29813912491851e-16	4033	0.5080624842529604
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6	0.03925582380808613	2.2193605522457478e-16	4034	0.5081884605694129
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.03926570402640328	2.1724881263834115e-16	4035	0.5083144368858654
SABATES_COLORECTAL_ADENOMA_DN	0.03926628603935816	2.1697577422438695e-16	4036	0.5084404132023179
BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN	0.03929832262840096	2.0245833289584596e-16	4037	0.5085663895187704
MCGOWAN_RSP6_TARGETS_DN	0.03937659041986804	1.709061048472844e-16	4038	0.5086923658352229
GO_0046339|diacylglycerol metabolic process	0.03939802466355133	1.631483199797728e-16	4039	0.5088183421516755
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.03945638198118568	1.4374715212003626e-16	4040	0.508944318468128
GO_0006812|cation transport	0.039609912129191106	1.0293529550160076e-16	4041	0.5090702947845805
YAMASHITA_LIVER_CANCER_STEM_CELL_UP	0.03979777036869027	6.828874541917417e-17	4042	0.509196271101033
GO_0006414|translational elongation	0.03981385649465294	6.592502179565724e-17	4043	0.5093222474174856
GO_0021952|central nervous system projection neuron axonogenesis	0.039825608589629156	6.424946470379378e-17	4044	0.509448223733938
GO_0042278|purine nucleoside metabolic process	0.03985000463212246	6.090446670849378e-17	4045	0.5095742000503906
GO_0046128|purine ribonucleoside metabolic process	0.03985000463212246	6.090446670849378e-17	4046	0.5097001763668431
TING_SILENCED_BY_DICER	0.04002659248430218	4.131951632779754e-17	4047	0.5098261526832956
GO_0032147|activation of protein kinase activity	0.040056825355536646	3.8657590955465726e-17	4048	0.5099521289997481
GO_0009070|serine family amino acid biosynthetic process	0.040090216648866944	3.5914359362630167e-17	4049	0.5100781053162006
GO_0009262|deoxyribonucleotide metabolic process	0.040115411799981744	3.397274285390698e-17	4050	0.5102040816326531
BROCKE_APOPTOSIS_REVERSED_BY_IL6	0.040296342968826	2.2769698833044478e-17	4051	0.5103300579491056
BIOCARTA_IL2_PATHWAY	0.04038886465705146	1.854382006018276e-17	4052	0.5104560342655581
WESTON_VEGFA_TARGETS_6HR	0.040504271113493535	1.4345210708569173e-17	4053	0.5105820105820106
GO_0032409|regulation of transporter activity	0.040505911911609335	1.4292872893203713e-17	4054	0.5107079868984631
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2	0.04088241235762558	6.154631644948727e-18	4055	0.5108339632149156
TCGA_GLIOBLASTOMA_MUTATED	0.04105914950954478	4.133194440263651e-18	4056	0.5109599395313681
CORDENONSI_YAP_CONSERVED_SIGNATURE	0.04114386756775506	3.41302488835439e-18	4057	0.5110859158478206
GO_0048193|Golgi vesicle transport	0.04121071454252288	2.933686766504414e-18	4058	0.5112118921642731
GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	0.041240059972859545	2.7449056266533208e-18	4059	0.5113378684807256
UEDA_PERIFERAL_CLOCK	0.04129772420636995	2.4082771310896105e-18	4060	0.5114638447971781
